rule_hit_id,transaction_id,account_id,customer_id,rule_code,rule_severity,hit_ts,evidence
GEO_INTL_ECOM,,,,,,,
RH-000001,TXN-20260124-000016,ACC-00091217,ACC-00091175,GEO_INTL_ECOM,HIGH,1/12/2026 11:50:55,country=GB; city=London; channel=ECOM
RH-002561,TXN-20260124-004210,ACC-00091082,ACC-00091129,HIGH_RISK_MERCHANT,HIGH,12/31/2025 21:58:55,merchant_id=MER-10055; amount=1182
RH-002562,TXN-20260124-004212,ACC-00091034,ACC-00091078,HIGH_RISK_MERCHANT,HIGH,8/3/2025 15:24:27,merchant_id=MER-10097; amount=1167
RH-002563,TXN-20260124-004218,ACC-00091153,ACC-00091084,HIGH_RISK_MERCHANT,HIGH,9/15/2025 15:11:26,merchant_id=MER-10051; amount=3074
RH-002564,TXN-20260124-004222,ACC-00091148,ACC-00091128,HIGH_RISK_MERCHANT,HIGH,12/1/2025 21:50:36,merchant_id=MER-10053; amount=2284
RH-002565,TXN-20260124-004226,ACC-00091200,ACC-00091084,HIGH_RISK_MERCHANT,HIGH,9/7/2025 17:52:23,merchant_id=MER-10054; amount=1794
RH-002566,TXN-20260124-004228,ACC-00091150,ACC-00091188,HIGH_RISK_MERCHANT,HIGH,9/29/2025 10:00:42,merchant_id=MER-10049; amount=1875
RH-002567,TXN-20260124-004229,ACC-00091137,ACC-00091175,HIGH_RISK_MERCHANT,HIGH,9/15/2025 19:56:32,merchant_id=MER-10055; amount=1995
RH-002568,TXN-20260124-004230,ACC-00091171,ACC-00091211,HIGH_RISK_MERCHANT,HIGH,1/10/2026 12:25:41,merchant_id=MER-10055; amount=3301
RH-002569,TXN-20260124-004233,ACC-00091042,ACC-00091185,HIGH_RISK_MERCHANT,HIGH,10/18/2025 12:18:06,merchant_id=MER-10119; amount=2486
RH-002570,TXN-20260124-004234,ACC-00091247,ACC-00091185,HIGH_RISK_MERCHANT,HIGH,12/18/2025 3:51:17,merchant_id=MER-10090; amount=2246
RH-002571,TXN-20260124-004235,ACC-00091083,ACC-00091034,HIGH_RISK_MERCHANT,HIGH,9/7/2025 11:57:07,merchant_id=MER-10118; amount=1821
RH-002572,TXN-20260124-004238,ACC-00091112,ACC-00091235,HIGH_RISK_MERCHANT,HIGH,11/14/2025 17:34:39,merchant_id=MER-10106; amount=485
RH-002573,TXN-20260124-004244,ACC-00091123,ACC-00091145,HIGH_RISK_MERCHANT,HIGH,9/9/2025 7:20:50,merchant_id=MER-10106; amount=557
RH-002574,TXN-20260124-004245,ACC-00091155,ACC-00091246,HIGH_RISK_MERCHANT,HIGH,1/13/2026 10:32:00,merchant_id=MER-10111; amount=170
RH-002575,TXN-20260124-004249,ACC-00091176,ACC-00091247,HIGH_RISK_MERCHANT,HIGH,10/15/2025 6:17:16,merchant_id=MER-10019; amount=1534
RH-002576,TXN-20260124-004252,ACC-00091114,ACC-00091256,HIGH_RISK_MERCHANT,HIGH,9/3/2025 4:37:52,merchant_id=MER-10094; amount=61
RH-002577,TXN-20260124-004253,ACC-00091200,ACC-00091177,HIGH_RISK_MERCHANT,HIGH,8/12/2025 17:43:28,merchant_id=MER-10049; amount=3389
RH-002578,TXN-20260124-004254,ACC-00091221,ACC-00091202,HIGH_RISK_MERCHANT,HIGH,9/15/2025 4:39:57,merchant_id=MER-10065; amount=2360
RH-002579,TXN-20260124-004256,ACC-00091234,ACC-00091207,HIGH_RISK_MERCHANT,HIGH,9/6/2025 20:41:35,merchant_id=MER-10090; amount=295
RH-002580,TXN-20260124-004259,ACC-00091147,ACC-00091204,HIGH_RISK_MERCHANT,HIGH,12/28/2025 10:11:24,merchant_id=MER-10023; amount=910
RH-002581,TXN-20260124-004260,ACC-00091131,ACC-00091080,HIGH_RISK_MERCHANT,HIGH,11/19/2025 5:56:36,merchant_id=MER-10084; amount=2920
RH-002582,TXN-20260124-004261,ACC-00091153,ACC-00091229,HIGH_RISK_MERCHANT,HIGH,12/14/2025 0:54:32,merchant_id=MER-10097; amount=2800
RH-002583,TXN-20260124-004265,ACC-00091217,ACC-00091007,HIGH_RISK_MERCHANT,HIGH,11/17/2025 9:27:06,merchant_id=MER-10020; amount=1096
RH-002584,TXN-20260124-004268,ACC-00091086,ACC-00091034,HIGH_RISK_MERCHANT,HIGH,9/1/2025 12:04:55,merchant_id=MER-10094; amount=552
RH-002585,TXN-20260124-004269,ACC-00091178,ACC-00091127,HIGH_RISK_MERCHANT,HIGH,11/17/2025 3:25:59,merchant_id=MER-10108; amount=332
RH-002586,TXN-20260124-004274,ACC-00091234,ACC-00091021,HIGH_RISK_MERCHANT,HIGH,9/8/2025 7:15:39,merchant_id=MER-10118; amount=97
RH-002587,TXN-20260124-004275,ACC-00091234,ACC-00091065,HIGH_RISK_MERCHANT,HIGH,10/22/2025 21:20:02,merchant_id=MER-10053; amount=3453
RH-002588,TXN-20260124-004278,ACC-00091056,ACC-00091019,HIGH_RISK_MERCHANT,HIGH,9/20/2025 5:01:19,merchant_id=MER-10094; amount=29
RH-002589,TXN-20260124-004283,ACC-00091136,ACC-00091194,HIGH_RISK_MERCHANT,HIGH,10/3/2025 4:28:39,merchant_id=MER-10011; amount=2425
RH-002590,TXN-20260124-004288,ACC-00091132,ACC-00091040,HIGH_RISK_MERCHANT,HIGH,9/2/2025 22:53:25,merchant_id=MER-10102; amount=1864
RH-002591,TXN-20260124-004289,ACC-00091031,ACC-00091010,HIGH_RISK_MERCHANT,HIGH,1/5/2026 16:13:12,merchant_id=MER-10019; amount=1870
RH-002592,TXN-20260124-004291,ACC-00091050,ACC-00091180,HIGH_RISK_MERCHANT,HIGH,7/26/2025 21:41:34,merchant_id=MER-10019; amount=1224
RH-002593,TXN-20260124-004297,ACC-00091004,ACC-00091154,HIGH_RISK_MERCHANT,HIGH,1/23/2026 19:17:11,merchant_id=MER-10023; amount=954
RH-002594,TXN-20260124-004300,ACC-00091008,ACC-00091096,HIGH_RISK_MERCHANT,HIGH,10/14/2025 21:27:51,merchant_id=MER-10030; amount=964
RH-002595,TXN-20260124-004301,ACC-00091051,ACC-00091084,HIGH_RISK_MERCHANT,HIGH,1/22/2026 1:50:13,merchant_id=MER-10020; amount=234
RH-002596,TXN-20260124-004302,ACC-00091207,ACC-00091008,HIGH_RISK_MERCHANT,HIGH,8/18/2025 8:20:21,merchant_id=MER-10118; amount=1315
RH-002597,TXN-20260124-004305,ACC-00091133,ACC-00091261,HIGH_RISK_MERCHANT,HIGH,7/29/2025 14:20:35,merchant_id=MER-10097; amount=85
RH-002598,TXN-20260124-004312,ACC-00091037,ACC-00091193,HIGH_RISK_MERCHANT,HIGH,1/24/2026 4:42:17,merchant_id=MER-10023; amount=1407
RH-002599,TXN-20260124-004314,ACC-00091024,ACC-00091138,HIGH_RISK_MERCHANT,HIGH,9/30/2025 21:14:21,merchant_id=MER-10075; amount=2806
RH-002600,TXN-20260124-004315,ACC-00091018,ACC-00091209,HIGH_RISK_MERCHANT,HIGH,12/31/2025 10:22:00,merchant_id=MER-10054; amount=160
RH-002601,TXN-20260124-004319,ACC-00091236,ACC-00091047,HIGH_RISK_MERCHANT,HIGH,12/6/2025 0:53:08,merchant_id=MER-10075; amount=253
RH-002602,TXN-20260124-004324,ACC-00091129,ACC-00091206,HIGH_RISK_MERCHANT,HIGH,8/23/2025 16:17:31,merchant_id=MER-10119; amount=40
RH-002603,TXN-20260124-004325,ACC-00091009,ACC-00091234,HIGH_RISK_MERCHANT,HIGH,7/27/2025 9:22:29,merchant_id=MER-10032; amount=42
RH-002604,TXN-20260124-004328,ACC-00091075,ACC-00091173,HIGH_RISK_MERCHANT,HIGH,10/29/2025 8:42:57,merchant_id=MER-10098; amount=973
RH-002605,TXN-20260124-004329,ACC-00091095,ACC-00091125,HIGH_RISK_MERCHANT,HIGH,1/16/2026 20:02:16,merchant_id=MER-10111; amount=2527
RH-002606,TXN-20260124-004330,ACC-00091061,ACC-00091017,HIGH_RISK_MERCHANT,HIGH,9/8/2025 22:18:35,merchant_id=MER-10054; amount=3058
RH-002607,TXN-20260124-004332,ACC-00091150,ACC-00091151,HIGH_RISK_MERCHANT,HIGH,9/16/2025 22:25:48,merchant_id=MER-10098; amount=295
RH-002608,TXN-20260124-004333,ACC-00091248,ACC-00091226,HIGH_RISK_MERCHANT,HIGH,12/17/2025 14:34:02,merchant_id=MER-10075; amount=664
RH-002609,TXN-20260124-004334,ACC-00091026,ACC-00091113,HIGH_RISK_MERCHANT,HIGH,10/16/2025 0:18:49,merchant_id=MER-10019; amount=1889
RH-002610,TXN-20260124-004335,ACC-00091176,ACC-00091207,HIGH_RISK_MERCHANT,HIGH,1/21/2026 16:43:00,merchant_id=MER-10106; amount=3381
RH-002611,TXN-20260124-004336,ACC-00091218,ACC-00091120,HIGH_RISK_MERCHANT,HIGH,1/5/2026 16:30:06,merchant_id=MER-10119; amount=1374
RH-002612,TXN-20260124-004339,ACC-00091260,ACC-00091078,HIGH_RISK_MERCHANT,HIGH,1/17/2026 2:11:45,merchant_id=MER-10055; amount=235
RH-002613,TXN-20260124-004343,ACC-00091238,ACC-00091249,HIGH_RISK_MERCHANT,HIGH,11/13/2025 10:54:00,merchant_id=MER-10051; amount=410
RH-002614,TXN-20260124-004344,ACC-00091187,ACC-00091138,HIGH_RISK_MERCHANT,HIGH,9/12/2025 10:13:22,merchant_id=MER-10032; amount=2465
RH-002615,TXN-20260124-004348,ACC-00091249,ACC-00091126,HIGH_RISK_MERCHANT,HIGH,10/30/2025 11:58:01,merchant_id=MER-10097; amount=580
RH-002616,TXN-20260124-004351,ACC-00091114,ACC-00091062,HIGH_RISK_MERCHANT,HIGH,12/26/2025 19:10:49,merchant_id=MER-10106; amount=271
RH-002617,TXN-20260124-004352,ACC-00091144,ACC-00091201,HIGH_RISK_MERCHANT,HIGH,12/6/2025 3:17:02,merchant_id=MER-10098; amount=516
RH-002618,TXN-20260124-004356,ACC-00091023,ACC-00091198,HIGH_RISK_MERCHANT,HIGH,10/24/2025 22:33:32,merchant_id=MER-10032; amount=1382
RH-002619,TXN-20260124-004357,ACC-00091252,ACC-00091167,HIGH_RISK_MERCHANT,HIGH,12/1/2025 7:38:13,merchant_id=MER-10118; amount=2375
RH-002620,TXN-20260124-004358,ACC-00091053,ACC-00091164,HIGH_RISK_MERCHANT,HIGH,11/28/2025 21:47:25,merchant_id=MER-10094; amount=71
RH-002621,TXN-20260124-004361,ACC-00091186,ACC-00091172,HIGH_RISK_MERCHANT,HIGH,12/8/2025 4:51:01,merchant_id=MER-10075; amount=2220
RH-002622,TXN-20260124-004362,ACC-00091103,ACC-00091204,HIGH_RISK_MERCHANT,HIGH,10/30/2025 19:43:56,merchant_id=MER-10054; amount=1358
RH-002623,TXN-20260124-004367,ACC-00091133,ACC-00091153,HIGH_RISK_MERCHANT,HIGH,1/11/2026 7:03:24,merchant_id=MER-10030; amount=929
RH-002624,TXN-20260124-004373,ACC-00091027,ACC-00091178,HIGH_RISK_MERCHANT,HIGH,12/5/2025 23:07:51,merchant_id=MER-10011; amount=139
RH-002625,TXN-20260124-004379,ACC-00091163,ACC-00091253,HIGH_RISK_MERCHANT,HIGH,12/1/2025 12:29:40,merchant_id=MER-10020; amount=821
RH-002626,TXN-20260124-004381,ACC-00091092,ACC-00091220,HIGH_RISK_MERCHANT,HIGH,9/27/2025 6:49:30,merchant_id=MER-10053; amount=1977
RH-002627,TXN-20260124-004384,ACC-00091088,ACC-00091122,HIGH_RISK_MERCHANT,HIGH,8/23/2025 22:00:30,merchant_id=MER-10118; amount=1283
RH-002628,TXN-20260124-004388,ACC-00091231,ACC-00091169,HIGH_RISK_MERCHANT,HIGH,12/14/2025 3:26:04,merchant_id=MER-10054; amount=1081
RH-002629,TXN-20260124-004390,ACC-00091106,ACC-00091021,HIGH_RISK_MERCHANT,HIGH,10/19/2025 19:45:38,merchant_id=MER-10102; amount=1772
RH-002630,TXN-20260124-004392,ACC-00091058,ACC-00091136,HIGH_RISK_MERCHANT,HIGH,12/18/2025 7:13:50,merchant_id=MER-10106; amount=109
RH-002631,TXN-20260124-004394,ACC-00091060,ACC-00091252,HIGH_RISK_MERCHANT,HIGH,12/29/2025 7:45:51,merchant_id=MER-10020; amount=1408
RH-002632,TXN-20260124-004396,ACC-00091061,ACC-00091057,HIGH_RISK_MERCHANT,HIGH,10/24/2025 12:23:23,merchant_id=MER-10102; amount=672
RH-002633,TXN-20260124-004401,ACC-00091090,ACC-00091212,HIGH_RISK_MERCHANT,HIGH,9/22/2025 22:21:42,merchant_id=MER-10019; amount=1456
RH-002634,TXN-20260124-004402,ACC-00091088,ACC-00091165,HIGH_RISK_MERCHANT,HIGH,10/10/2025 9:16:25,merchant_id=MER-10020; amount=875
RH-002635,TXN-20260124-004405,ACC-00091059,ACC-00091114,HIGH_RISK_MERCHANT,HIGH,8/15/2025 9:02:01,merchant_id=MER-10015; amount=1591
RH-002636,TXN-20260124-004409,ACC-00091205,ACC-00091074,HIGH_RISK_MERCHANT,HIGH,8/1/2025 10:06:28,merchant_id=MER-10065; amount=533
RH-002637,TXN-20260124-004410,ACC-00091054,ACC-00091239,HIGH_RISK_MERCHANT,HIGH,10/10/2025 10:21:00,merchant_id=MER-10119; amount=311
RH-002638,TXN-20260124-004411,ACC-00091147,ACC-00091101,HIGH_RISK_MERCHANT,HIGH,11/6/2025 0:05:23,merchant_id=MER-10055; amount=3282
RH-002639,TXN-20260124-004416,ACC-00091067,ACC-00091217,HIGH_RISK_MERCHANT,HIGH,1/11/2026 2:01:45,merchant_id=MER-10049; amount=545
RH-002640,TXN-20260124-004419,ACC-00091185,ACC-00091032,HIGH_RISK_MERCHANT,HIGH,9/10/2025 5:07:45,merchant_id=MER-10098; amount=185
RH-002641,TXN-20260124-004421,ACC-00091111,ACC-00091080,HIGH_RISK_MERCHANT,HIGH,12/6/2025 10:22:00,merchant_id=MER-10049; amount=1866
RH-002642,TXN-20260124-004426,ACC-00091073,ACC-00091160,HIGH_RISK_MERCHANT,HIGH,11/1/2025 15:31:35,merchant_id=MER-10054; amount=32
RH-002643,TXN-20260124-004430,ACC-00091081,ACC-00091120,HIGH_RISK_MERCHANT,HIGH,10/18/2025 21:53:20,merchant_id=MER-10106; amount=2063
RH-002644,TXN-20260124-004432,ACC-00091088,ACC-00091111,HIGH_RISK_MERCHANT,HIGH,12/31/2025 8:02:08,merchant_id=MER-10084; amount=313
RH-002645,TXN-20260124-004440,ACC-00091216,ACC-00091137,HIGH_RISK_MERCHANT,HIGH,7/31/2025 6:27:49,merchant_id=MER-10094; amount=2630
RH-002646,TXN-20260124-004449,ACC-00091015,ACC-00091046,HIGH_RISK_MERCHANT,HIGH,8/11/2025 1:42:20,merchant_id=MER-10032; amount=26
RH-002647,TXN-20260124-004452,ACC-00091114,ACC-00091226,HIGH_RISK_MERCHANT,HIGH,1/12/2026 1:40:55,merchant_id=MER-10065; amount=2986
RH-002648,TXN-20260124-004458,ACC-00091171,ACC-00091166,HIGH_RISK_MERCHANT,HIGH,10/2/2025 9:00:08,merchant_id=MER-10111; amount=1664
RH-002649,TXN-20260124-004465,ACC-00091089,ACC-00091133,HIGH_RISK_MERCHANT,HIGH,9/6/2025 7:09:57,merchant_id=MER-10111; amount=601
RH-002650,TXN-20260124-004466,ACC-00091173,ACC-00091061,HIGH_RISK_MERCHANT,HIGH,10/12/2025 10:35:00,merchant_id=MER-10053; amount=204
RH-002651,TXN-20260124-004467,ACC-00091126,ACC-00091200,HIGH_RISK_MERCHANT,HIGH,12/17/2025 22:01:12,merchant_id=MER-10106; amount=2123
RH-002652,TXN-20260124-004468,ACC-00091019,ACC-00091179,HIGH_RISK_MERCHANT,HIGH,1/8/2026 22:27:07,merchant_id=MER-10011; amount=90
RH-002653,TXN-20260124-004469,ACC-00091139,ACC-00091052,HIGH_RISK_MERCHANT,HIGH,11/3/2025 6:57:00,merchant_id=MER-10023; amount=792
RH-002654,TXN-20260124-004478,ACC-00091181,ACC-00091198,HIGH_RISK_MERCHANT,HIGH,1/4/2026 19:22:23,merchant_id=MER-10023; amount=1229
RH-002655,TXN-20260124-004479,ACC-00091113,ACC-00091219,HIGH_RISK_MERCHANT,HIGH,12/15/2025 11:34:52,merchant_id=MER-10011; amount=1177
RH-002656,TXN-20260124-004487,ACC-00091038,ACC-00091067,HIGH_RISK_MERCHANT,HIGH,1/20/2026 8:27:41,merchant_id=MER-10054; amount=1121
RH-002657,TXN-20260124-004490,ACC-00091248,ACC-00091066,HIGH_RISK_MERCHANT,HIGH,12/27/2025 17:07:16,merchant_id=MER-10119; amount=1233
RH-002658,TXN-20260124-004491,ACC-00091161,ACC-00091229,HIGH_RISK_MERCHANT,HIGH,11/15/2025 20:21:43,merchant_id=MER-10032; amount=3047
RH-002659,TXN-20260124-004503,ACC-00091147,ACC-00091131,HIGH_RISK_MERCHANT,HIGH,1/16/2026 19:34:54,merchant_id=MER-10030; amount=1642
RH-002660,TXN-20260124-004505,ACC-00091211,ACC-00091199,HIGH_RISK_MERCHANT,HIGH,10/11/2025 16:02:53,merchant_id=MER-10111; amount=2355
RH-002661,TXN-20260124-004506,ACC-00091087,ACC-00091242,HIGH_RISK_MERCHANT,HIGH,8/9/2025 2:32:31,merchant_id=MER-10097; amount=2142
RH-002662,TXN-20260124-004515,ACC-00091085,ACC-00091015,HIGH_RISK_MERCHANT,HIGH,9/23/2025 14:45:22,merchant_id=MER-10055; amount=3177
RH-002663,TXN-20260124-004516,ACC-00091023,ACC-00091197,HIGH_RISK_MERCHANT,HIGH,10/1/2025 4:47:53,merchant_id=MER-10015; amount=199
RH-002664,TXN-20260124-004522,ACC-00091114,ACC-00091161,HIGH_RISK_MERCHANT,HIGH,1/16/2026 7:54:37,merchant_id=MER-10055; amount=3088
RH-002665,TXN-20260124-004526,ACC-00091211,ACC-00091145,HIGH_RISK_MERCHANT,HIGH,12/22/2025 21:53:52,merchant_id=MER-10108; amount=470
RH-002666,TXN-20260124-004529,ACC-00091043,ACC-00091107,HIGH_RISK_MERCHANT,HIGH,12/6/2025 7:38:28,merchant_id=MER-10065; amount=393
RH-002667,TXN-20260124-004531,ACC-00091229,ACC-00091053,HIGH_RISK_MERCHANT,HIGH,1/7/2026 18:20:08,merchant_id=MER-10098; amount=88
RH-002668,TXN-20260124-004532,ACC-00091206,ACC-00091225,HIGH_RISK_MERCHANT,HIGH,11/21/2025 9:52:50,merchant_id=MER-10075; amount=2194
RH-002669,TXN-20260124-004538,ACC-00091212,ACC-00091031,HIGH_RISK_MERCHANT,HIGH,8/7/2025 17:30:40,merchant_id=MER-10097; amount=2020
RH-002670,TXN-20260124-004540,ACC-00091257,ACC-00091079,HIGH_RISK_MERCHANT,HIGH,11/6/2025 10:09:00,merchant_id=MER-10108; amount=384
RH-002671,TXN-20260124-004541,ACC-00091016,ACC-00091070,HIGH_RISK_MERCHANT,HIGH,10/24/2025 2:02:00,merchant_id=MER-10023; amount=1430
RH-002672,TXN-20260124-004548,ACC-00091047,ACC-00091229,HIGH_RISK_MERCHANT,HIGH,11/8/2025 20:00:40,merchant_id=MER-10075; amount=154
RH-002673,TXN-20260124-004550,ACC-00091085,ACC-00091058,HIGH_RISK_MERCHANT,HIGH,12/7/2025 15:40:31,merchant_id=MER-10049; amount=852
RH-002674,TXN-20260124-004553,ACC-00091051,ACC-00091058,HIGH_RISK_MERCHANT,HIGH,1/1/2026 20:24:11,merchant_id=MER-10090; amount=480
RH-002675,TXN-20260124-004559,ACC-00091010,ACC-00091048,HIGH_RISK_MERCHANT,HIGH,12/30/2025 3:37:44,merchant_id=MER-10098; amount=468
RH-002676,TXN-20260124-004563,ACC-00091028,ACC-00091114,HIGH_RISK_MERCHANT,HIGH,9/30/2025 15:30:52,merchant_id=MER-10084; amount=543
RH-002677,TXN-20260124-004567,ACC-00091008,ACC-00091255,HIGH_RISK_MERCHANT,HIGH,10/24/2025 6:31:11,merchant_id=MER-10054; amount=3044
RH-002678,TXN-20260124-004569,ACC-00091226,ACC-00091032,HIGH_RISK_MERCHANT,HIGH,11/9/2025 20:30:45,merchant_id=MER-10011; amount=54
RH-002679,TXN-20260124-004572,ACC-00091108,ACC-00091083,HIGH_RISK_MERCHANT,HIGH,7/25/2025 15:01:36,merchant_id=MER-10049; amount=857
RH-002680,TXN-20260124-004576,ACC-00091034,ACC-00091248,HIGH_RISK_MERCHANT,HIGH,10/7/2025 2:53:00,merchant_id=MER-10065; amount=30
RH-002681,TXN-20260124-004578,ACC-00091021,ACC-00091210,HIGH_RISK_MERCHANT,HIGH,11/11/2025 18:52:04,merchant_id=MER-10090; amount=345
RH-002682,TXN-20260124-004583,ACC-00091091,ACC-00091064,HIGH_RISK_MERCHANT,HIGH,9/27/2025 22:28:37,merchant_id=MER-10019; amount=290
RH-002683,TXN-20260124-004584,ACC-00091122,ACC-00091042,HIGH_RISK_MERCHANT,HIGH,1/4/2026 0:34:07,merchant_id=MER-10015; amount=2832
RH-002684,TXN-20260124-004585,ACC-00091114,ACC-00091213,HIGH_RISK_MERCHANT,HIGH,10/9/2025 21:28:09,merchant_id=MER-10102; amount=1331
RH-002685,TXN-20260124-004587,ACC-00091255,ACC-00091013,HIGH_RISK_MERCHANT,HIGH,11/19/2025 12:14:26,merchant_id=MER-10053; amount=3275
RH-002686,TXN-20260124-004590,ACC-00091188,ACC-00091203,HIGH_RISK_MERCHANT,HIGH,10/16/2025 3:27:21,merchant_id=MER-10019; amount=743
RH-002687,TXN-20260124-004591,ACC-00091221,ACC-00091193,HIGH_RISK_MERCHANT,HIGH,11/6/2025 15:22:50,merchant_id=MER-10054; amount=77
RH-002688,TXN-20260124-004592,ACC-00091230,ACC-00091188,HIGH_RISK_MERCHANT,HIGH,7/31/2025 12:56:58,merchant_id=MER-10030; amount=678
RH-002689,TXN-20260124-004593,ACC-00091197,ACC-00091142,HIGH_RISK_MERCHANT,HIGH,9/20/2025 0:13:41,merchant_id=MER-10032; amount=41
RH-002690,TXN-20260124-004595,ACC-00091200,ACC-00091155,HIGH_RISK_MERCHANT,HIGH,1/11/2026 1:33:12,merchant_id=MER-10106; amount=1796
RH-002691,TXN-20260124-004599,ACC-00091181,ACC-00091166,HIGH_RISK_MERCHANT,HIGH,8/8/2025 18:42:36,merchant_id=MER-10023; amount=1802
RH-002692,TXN-20260124-004602,ACC-00091260,ACC-00091230,HIGH_RISK_MERCHANT,HIGH,10/26/2025 23:46:43,merchant_id=MER-10094; amount=1788
RH-002693,TXN-20260124-004603,ACC-00091254,ACC-00091139,HIGH_RISK_MERCHANT,HIGH,11/15/2025 15:59:12,merchant_id=MER-10108; amount=1657
RH-002694,TXN-20260124-004611,ACC-00091206,ACC-00091106,HIGH_RISK_MERCHANT,HIGH,7/27/2025 6:55:04,merchant_id=MER-10011; amount=827
RH-002695,TXN-20260124-004614,ACC-00091243,ACC-00091133,HIGH_RISK_MERCHANT,HIGH,12/29/2025 23:53:15,merchant_id=MER-10065; amount=556
RH-002696,TXN-20260124-004616,ACC-00091195,ACC-00091160,HIGH_RISK_MERCHANT,HIGH,1/12/2026 2:22:42,merchant_id=MER-10084; amount=626
RH-002697,TXN-20260124-004617,ACC-00091043,ACC-00091166,HIGH_RISK_MERCHANT,HIGH,9/10/2025 10:27:08,merchant_id=MER-10075; amount=2497
RH-002698,TXN-20260124-004619,ACC-00091044,ACC-00091113,HIGH_RISK_MERCHANT,HIGH,9/24/2025 5:18:01,merchant_id=MER-10053; amount=2524
RH-002699,TXN-20260124-004620,ACC-00091092,ACC-00091258,HIGH_RISK_MERCHANT,HIGH,1/4/2026 14:28:42,merchant_id=MER-10065; amount=194
RH-002700,TXN-20260124-004621,ACC-00091172,ACC-00091079,HIGH_RISK_MERCHANT,HIGH,10/14/2025 21:15:52,merchant_id=MER-10019; amount=572
RH-002701,TXN-20260124-004622,ACC-00091070,ACC-00091167,HIGH_RISK_MERCHANT,HIGH,11/18/2025 10:01:05,merchant_id=MER-10090; amount=714
RH-002702,TXN-20260124-004624,ACC-00091116,ACC-00091119,HIGH_RISK_MERCHANT,HIGH,10/23/2025 17:16:47,merchant_id=MER-10108; amount=932
RH-002703,TXN-20260124-004626,ACC-00091057,ACC-00091233,HIGH_RISK_MERCHANT,HIGH,10/12/2025 0:50:08,merchant_id=MER-10055; amount=3441
RH-002704,TXN-20260124-004627,ACC-00091261,ACC-00091234,HIGH_RISK_MERCHANT,HIGH,8/26/2025 7:04:56,merchant_id=MER-10049; amount=1454
RH-002705,TXN-20260124-004629,ACC-00091060,ACC-00091173,HIGH_RISK_MERCHANT,HIGH,12/27/2025 10:46:00,merchant_id=MER-10015; amount=18
RH-002706,TXN-20260124-004631,ACC-00091133,ACC-00091022,HIGH_RISK_MERCHANT,HIGH,12/6/2025 5:20:55,merchant_id=MER-10106; amount=1290
RH-002707,TXN-20260124-004633,ACC-00091233,ACC-00091221,HIGH_RISK_MERCHANT,HIGH,9/28/2025 5:32:38,merchant_id=MER-10019; amount=2845
RH-002708,TXN-20260124-004635,ACC-00091138,ACC-00091258,HIGH_RISK_MERCHANT,HIGH,9/10/2025 20:33:06,merchant_id=MER-10118; amount=3477
RH-002709,TXN-20260124-004637,ACC-00091153,ACC-00091101,HIGH_RISK_MERCHANT,HIGH,9/15/2025 0:11:10,merchant_id=MER-10015; amount=580
RH-002710,TXN-20260124-004639,ACC-00091140,ACC-00091236,HIGH_RISK_MERCHANT,HIGH,1/13/2026 7:07:46,merchant_id=MER-10054; amount=159
RH-002711,TXN-20260124-004641,ACC-00091065,ACC-00091195,HIGH_RISK_MERCHANT,HIGH,8/12/2025 8:35:16,merchant_id=MER-10097; amount=839
RH-002712,TXN-20260124-004642,ACC-00091128,ACC-00091107,HIGH_RISK_MERCHANT,HIGH,9/11/2025 6:44:57,merchant_id=MER-10030; amount=1390
RH-002713,TXN-20260124-004645,ACC-00091112,ACC-00091108,HIGH_RISK_MERCHANT,HIGH,9/19/2025 10:06:00,merchant_id=MER-10049; amount=439
RH-002714,TXN-20260124-004652,ACC-00091140,ACC-00091133,HIGH_RISK_MERCHANT,HIGH,10/8/2025 12:43:12,merchant_id=MER-10106; amount=873
RH-002715,TXN-20260124-004659,ACC-00091255,ACC-00091080,HIGH_RISK_MERCHANT,HIGH,12/8/2025 11:49:58,merchant_id=MER-10102; amount=2279
RH-002716,TXN-20260124-004662,ACC-00091190,ACC-00091199,HIGH_RISK_MERCHANT,HIGH,11/8/2025 17:08:19,merchant_id=MER-10090; amount=37
RH-002717,TXN-20260124-004665,ACC-00091062,ACC-00091220,HIGH_RISK_MERCHANT,HIGH,9/15/2025 5:47:03,merchant_id=MER-10118; amount=2991
RH-002718,TXN-20260124-004669,ACC-00091185,ACC-00091048,HIGH_RISK_MERCHANT,HIGH,1/11/2026 16:40:05,merchant_id=MER-10015; amount=791
RH-002719,TXN-20260124-004670,ACC-00091025,ACC-00091021,HIGH_RISK_MERCHANT,HIGH,9/30/2025 16:47:04,merchant_id=MER-10030; amount=495
RH-002720,TXN-20260124-004671,ACC-00091124,ACC-00091241,HIGH_RISK_MERCHANT,HIGH,8/22/2025 4:11:45,merchant_id=MER-10053; amount=2571
RH-002721,TXN-20260124-004672,ACC-00091162,ACC-00091180,HIGH_RISK_MERCHANT,HIGH,10/2/2025 20:27:46,merchant_id=MER-10090; amount=162
RH-002722,TXN-20260124-004677,ACC-00091079,ACC-00091248,HIGH_RISK_MERCHANT,HIGH,12/3/2025 18:41:13,merchant_id=MER-10054; amount=2337
RH-002723,TXN-20260124-004680,ACC-00091129,ACC-00091012,HIGH_RISK_MERCHANT,HIGH,12/9/2025 5:54:54,merchant_id=MER-10032; amount=1501
