transaction_id,account_id,customer_id,merchant_id,device_id,txn_ts,channel,currency, amount_usd ,txn_status,decline_reason,geo_country,geo_region,geo_city,is_international,rule_geo_intl_ecom,rule_high_risk_merchant,rule_low_trust_device,rule_high_amount,rule_decline_flag,rule_velocity_flag,rule_decline_streak_24h
TXN-20260124-000617,ACC-00091046,ACC-00091235,MER-10079,DEV-10312,10:50:00 AM,ECOM,USD, $ 983 ,APPROVED,,US,CO,Denver,FALSE,0,0,1,0,0,0,0
TXN-20260124-000618,ACC-00091085,ACC-00091259,MER-10019,DEV-10282,6:11:46 PM,CARD_PRESENT,USD, $ 51 ,DECLINED,MFA_REQUIRED,US,GA,Atlanta,FALSE,0,1,1,0,1,0,0
TXN-20260124-000619,ACC-00091105,ACC-00091075,MER-10049,DEV-10283,8:18:34 AM,ECOM,USD," $ 1,213 ",APPROVED,,US,AZ,Phoenix,FALSE,0,1,0,0,0,0,0
TXN-20260124-000620,ACC-00091226,ACC-00091181,MER-10096,DEV-10298,5:15:56 PM,ECOM,USD, $ 62 ,DECLINED,DO_NOT_HONOR,US,CO,Denver,FALSE,0,0,0,0,1,0,0
TXN-20260124-000621,ACC-00091080,ACC-00091037,MER-10105,DEV-10131,3:15:06 PM,ECOM,USD, $ 95 ,DECLINED,,US,CA,Los Angeles,FALSE,0,0,0,0,1,0,0
TXN-20260124-000622,ACC-00091152,ACC-00091182,MER-10005,DEV-10172,10:38:00 AM,CARD_PRESENT,USD, $ 410 ,APPROVED,,US,IL,Chicago,FALSE,0,0,0,0,0,0,0
TXN-20260124-000623,ACC-00091188,ACC-00091239,MER-10032,DEV-10254,9:42:33 AM,ECOM,USD, $ 54 ,APPROVED,,US,CA,San Francisco,FALSE,0,1,0,0,0,0,0
TXN-20260124-000624,ACC-00091101,ACC-00091167,MER-10073,DEV-10319,6:11:31 PM,CARD_PRESENT,USD, $ 912 ,APPROVED,,US,NY,New York,FALSE,0,0,1,0,0,0,0
TXN-20260124-000625,ACC-00091147,ACC-00091078,MER-10047,DEV-10311,6:52:36 AM,ECOM,USD, $ 106 ,APPROVED,,US,CA,Los Angeles,FALSE,0,0,0,0,0,0,0
TXN-20260124-000626,ACC-00091085,ACC-00091195,MER-10112,DEV-10204,7:41:13 AM,ECOM,USD, $ 123 ,APPROVED,,US,CO,Denver,FALSE,0,0,0,0,0,1,0
TXN-20260124-000627,ACC-00091081,ACC-00091193,MER-10072,DEV-10230,6:39:26 PM,CARD_PRESENT,USD, $ 155 ,APPROVED,,US,IL,Chicago,FALSE,0,0,0,0,0,0,0
TXN-20260124-000628,ACC-00091061,ACC-00091129,MER-10026,DEV-10266,10:42:00 AM,CARD_PRESENT,USD, $ 12 ,APPROVED,,US,NY,New York,FALSE,0,0,0,0,0,0,0
TXN-20260124-000629,ACC-00091048,ACC-00091157,MER-10026,DEV-10181,10:58:00 AM,ECOM,USD, $ 64 ,DECLINED,DO_NOT_HONOR,US,AZ,Phoenix,FALSE,0,0,0,0,1,0,0
TXN-20260124-000630,ACC-00091206,ACC-00091249,MER-10094,DEV-10121,12:11:49 PM,CARD_PRESENT,USD," $ 2,392 ",APPROVED,,JP,13,Tokyo,TRUE,1,1,0,1,0,0,0
TXN-20260124-000631,ACC-00091028,ACC-00091258,MER-10114,DEV-10247,8:38:25 AM,CARD_PRESENT,USD, $ 223 ,APPROVED,,DE,BE,Berlin,TRUE,1,0,1,0,0,0,0
TXN-20260124-000632,ACC-00091142,ACC-00091188,MER-10089,DEV-10298,11:53:58 PM,CARD_PRESENT,USD," $ 1,556 ",APPROVED,,US,GA,Atlanta,FALSE,0,0,0,1,0,0,0
TXN-20260124-000633,ACC-00091113,ACC-00091174,MER-10013,DEV-10283,7:43:57 PM,ECOM,USD, $ 270 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000634,ACC-00091117,ACC-00091088,MER-10024,DEV-10058,2:23:32 AM,ECOM,USD, $ 165 ,DECLINED,DO_NOT_HONOR,US,CA,Los Angeles,FALSE,0,0,0,0,1,0,0
TXN-20260124-000635,ACC-00091032,ACC-00091019,MER-10024,DEV-10156,6:32:23 PM,ECOM,USD, $ 148 ,APPROVED,,US,CA,San Francisco,FALSE,0,0,0,0,0,0,0
TXN-20260124-000636,ACC-00091097,ACC-00091183,MER-10090,DEV-10188,6:06:09 AM,CARD_PRESENT,USD, $ 48 ,APPROVED,,US,GA,Atlanta,FALSE,0,1,0,0,0,0,0
TXN-20260124-000637,ACC-00091008,ACC-00091027,MER-10055,DEV-10098,1:40:22 PM,ECOM,USD, $ 907 ,DECLINED,HIGH_RISK_MERCHANT,US,IL,Chicago,FALSE,0,1,0,0,1,0,0
TXN-20260124-000638,ACC-00091058,ACC-00091160,MER-10052,DEV-10271,10:38:00 AM,ECOM,USD, $ 95 ,APPROVED,,US,GA,Atlanta,FALSE,0,0,0,0,0,0,0
TXN-20260124-000639,ACC-00091103,ACC-00091153,MER-10041,DEV-10028,2:41:06 AM,CARD_PRESENT,USD, $ 449 ,APPROVED,,US,NY,New York,FALSE,0,0,1,0,0,0,0
TXN-20260124-000640,ACC-00091102,ACC-00091183,MER-10111,DEV-10246,11:48:37 PM,ECOM,USD," $ 1,981 ",APPROVED,,US,NY,New York,FALSE,0,1,0,1,0,0,0
TXN-20260124-000641,ACC-00091021,ACC-00091120,MER-10030,DEV-10221,4:22:03 PM,CARD_PRESENT,USD," $ 1,180 ",DECLINED,INSUFFICIENT_FUNDS,US,TX,Austin,FALSE,0,1,0,0,1,0,0
TXN-20260124-000642,ACC-00091163,ACC-00091136,MER-10005,DEV-10260,5:40:27 PM,ECOM,USD, $ 494 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000643,ACC-00091031,ACC-00091214,MER-10084,DEV-10101,10:23:00 AM,CARD_PRESENT,USD, $ 354 ,APPROVED,,US,NY,New York,FALSE,0,1,0,0,0,0,0
TXN-20260124-000644,ACC-00091238,ACC-00091037,MER-10068,DEV-10124,4:59:08 PM,CARD_PRESENT,USD, $ 117 ,APPROVED,,US,NY,New York,FALSE,0,0,0,0,0,0,0
TXN-20260124-000645,ACC-00091020,ACC-00091057,MER-10024,DEV-10046,8:10:49 PM,ECOM,USD, $ 176 ,APPROVED,,US,AZ,Phoenix,FALSE,0,0,0,0,0,0,0
TXN-20260124-000646,ACC-00091085,ACC-00091108,MER-10094,DEV-10302,2:03:22 AM,CARD_PRESENT,USD," $ 2,051 ",APPROVED,,US,CA,San Francisco,FALSE,0,1,0,1,0,0,0
TXN-20260124-000647,ACC-00091003,ACC-00091173,MER-10017,DEV-10155,8:15:30 AM,CARD_PRESENT,USD, $ 30 ,DECLINED,INSUFFICIENT_FUNDS,US,CA,Los Angeles,FALSE,0,0,0,0,1,0,0
TXN-20260124-000648,ACC-00091153,ACC-00091201,MER-10093,DEV-10319,12:21:40 PM,ECOM,USD," $ 1,512 ",APPROVED,,US,GA,Atlanta,FALSE,0,0,1,1,0,0,0
TXN-20260124-000649,ACC-00091158,ACC-00091057,MER-10041,DEV-10037,6:06:38 AM,CARD_PRESENT,USD, $ 324 ,APPROVED,,NG,CO,Seattle,TRUE,1,0,0,0,0,0,0
TXN-20260124-000650,ACC-00091166,ACC-00091204,MER-10097,DEV-10150,12:58:39 AM,ECOM,USD, $ 145 ,APPROVED,,US,TX,Houston,FALSE,0,1,0,0,0,0,0
TXN-20260124-000651,ACC-00091015,ACC-00091205,MER-10091,DEV-10241,4:18:46 PM,CARD_PRESENT,USD," $ 1,154 ",APPROVED,,US,GA,Atlanta,FALSE,0,0,0,0,0,0,0
TXN-20260124-000652,ACC-00091094,ACC-00091175,MER-10098,DEV-10062,8:31:49 AM,ECOM,USD, $ 578 ,APPROVED,,US,GA,Seattle,FALSE,0,1,0,0,0,0,0
TXN-20260124-000653,ACC-00091238,ACC-00091072,MER-10094,DEV-10123,7:35:26 AM,ECOM,USD, $ 120 ,DECLINED,INSUFFICIENT_FUNDS,US,WA,Seattle,FALSE,0,1,1,0,1,0,0
TXN-20260124-000654,ACC-00091011,ACC-00091215,MER-10090,DEV-10309,10:43:56 AM,ECOM,USD, $ 527 ,DECLINED,DO_NOT_HONOR,US,CO,Denver,FALSE,0,1,0,0,1,0,0
TXN-20260124-000655,ACC-00091204,ACC-00091187,MER-10096,DEV-10253,1:02:16 PM,ECOM,USD, $ 140 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000656,ACC-00091094,ACC-00091053,MER-10087,DEV-10076,5:42:30 AM,ECOM,USD, $ 40 ,DECLINED,DO_NOT_HONOR,US,WA,Seattle,FALSE,0,0,0,0,1,0,0
TXN-20260124-000657,ACC-00091014,ACC-00091081,MER-10046,DEV-10245,7:01:53 PM,ECOM,USD, $ 223 ,APPROVED,,US,CO,Denver,FALSE,0,0,0,0,0,0,0
TXN-20260124-000658,ACC-00091169,ACC-00091145,MER-10016,DEV-10173,5:23:30 AM,ECOM,USD, $ 275 ,APPROVED,,US,NY,New York,FALSE,0,0,1,0,0,0,0
TXN-20260124-000659,ACC-00091166,ACC-00091061,MER-10063,DEV-10097,1:46:16 PM,CARD_PRESENT,USD, $ 83 ,APPROVED,,US,NY,New York,FALSE,0,0,0,0,0,0,0
TXN-20260124-000660,ACC-00091071,ACC-00091138,MER-10007,DEV-10202,8:40:48 PM,ECOM,USD, $ 52 ,APPROVED,,US,CA,Los Angeles,FALSE,0,0,0,0,0,0,0
TXN-20260124-000661,ACC-00091011,ACC-00091100,MER-10116,DEV-10208,10:33:49 PM,CARD_PRESENT,USD, $ 83 ,DECLINED,INSUFFICIENT_FUNDS,US,NY,New York,FALSE,0,0,0,0,1,0,0
TXN-20260124-000662,ACC-00091231,ACC-00091207,MER-10027,DEV-10198,3:28:39 AM,ECOM,USD, $ 211 ,APPROVED,,US,GA,Atlanta,FALSE,0,0,0,0,0,0,0
TXN-20260124-000663,ACC-00091073,ACC-00091015,MER-10047,DEV-10047,7:18:52 AM,CARD_PRESENT,USD, $ 96 ,DECLINED,DO_NOT_HONOR,US,CO,Denver,FALSE,0,0,0,0,1,0,0
TXN-20260124-000664,ACC-00091183,ACC-00091026,MER-10061,DEV-10240,7:05:14 AM,ACH,USD," $ 4,346 ",APPROVED,,CA,BC,Vancouver,TRUE,1,0,0,1,0,0,0
TXN-20260124-000665,ACC-00091088,ACC-00091132,MER-10098,DEV-10216,7:18:24 AM,ECOM,USD," $ 2,964 ",APPROVED,,AU,NSW,Sydney,TRUE,1,1,0,1,0,0,0
TXN-20260124-000666,ACC-00091089,ACC-00091011,MER-10018,DEV-10294,9:06:19 PM,ECOM,USD, $ 36 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000667,ACC-00091118,ACC-00091103,MER-10032,DEV-10308,7:42:46 PM,ECOM,USD, $ 34 ,APPROVED,,US,CA,Los Angeles,FALSE,0,1,0,0,0,0,0
TXN-20260124-000668,ACC-00091222,ACC-00091012,MER-10001,DEV-10227,10:50:14 AM,ECOM,USD, $ 567 ,DECLINED,DO_NOT_HONOR,US,GA,Atlanta,FALSE,0,0,0,0,1,0,0
TXN-20260124-000669,ACC-00091014,ACC-00091236,MER-10106,DEV-10036,7:28:02 PM,ECOM,USD, $ 224 ,DECLINED,DO_NOT_HONOR,MX,CDMX,Mexico,TRUE,1,1,1,0,1,0,0
TXN-20260124-000670,ACC-00091207,ACC-00091126,MER-10085,DEV-10199,2:18:08 PM,CARD_PRESENT,USD, $ 494 ,APPROVED,,US,IL,Chicago,FALSE,0,0,1,0,0,0,0
TXN-20260124-000671,ACC-00091141,ACC-00091092,MER-10027,DEV-10170,1:55:24 AM,ECOM,USD, $ 218 ,APPROVED,,US,TX,Dallas,FALSE,0,0,0,0,0,0,0
TXN-20260124-000672,ACC-00091101,ACC-00091166,MER-10067,DEV-10014,7:00:41 AM,CARD_PRESENT,USD, $ 192 ,DECLINED,DO_NOT_HONOR,US,NY,New York,FALSE,0,0,0,0,1,0,0
TXN-20260124-000673,ACC-00091107,ACC-00091210,MER-10055,DEV-10264,8:01:08 AM,ECOM,USD, $ 105 ,APPROVED,,US,AZ,Phoenix,FALSE,0,1,0,0,0,0,0
TXN-20260124-000674,ACC-00091040,ACC-00091055,MER-10032,DEV-10242,8:52:01 PM,ECOM,USD, $ 867 ,APPROVED,,US,CA,San Francisco,FALSE,0,1,1,0,0,0,0
TXN-20260124-000675,ACC-00091034,ACC-00091135,MER-10030,DEV-10112,8:45:38 PM,CARD_PRESENT,USD, $ 816 ,APPROVED,,US,CA,San Francisco,FALSE,0,1,0,0,0,0,0
TXN-20260124-000676,ACC-00091037,ACC-00091221,MER-10076,DEV-10304,11:32:48 PM,ECOM,USD, $ 453 ,APPROVED,,US,NY,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000677,ACC-00091112,ACC-00091079,MER-10115,DEV-10277,11:31:41 PM,ECOM,USD, $ 401 ,APPROVED,,US,NY,New York,FALSE,0,0,1,0,0,0,0
TXN-20260124-000678,ACC-00091167,ACC-00091092,MER-10042,DEV-10093,4:43:09 PM,ECOM,USD, $ 45 ,APPROVED,,US,CO,Denver,FALSE,0,0,0,0,0,0,0
TXN-20260124-000679,ACC-00091167,ACC-00091084,MER-10119,DEV-10026,6:36:00 PM,ECOM,USD, $ 383 ,DECLINED,MFA_REQUIRED,US,TX,Houston,FALSE,0,1,0,0,1,0,0
TXN-20260124-000680,ACC-00091181,ACC-00091127,MER-10032,DEV-10032,3:36:09 PM,ECOM,USD," $ 2,412 ",APPROVED,,FR,IDF,Paris,TRUE,1,1,0,1,0,0,0
TXN-20260124-000681,ACC-00091069,ACC-00091042,MER-10073,DEV-10011,3:33:36 AM,CARD_PRESENT,USD," $ 1,220 ",APPROVED,,US,GA,Atlanta,FALSE,0,0,1,0,0,0,0
TXN-20260124-000682,ACC-00091064,ACC-00091016,MER-10087,DEV-10162,10:48:00 AM,ECOM,USD, $ 92 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000683,ACC-00091167,ACC-00091250,MER-10107,DEV-10278,10:48:00 AM,ECOM,USD, $ 50 ,APPROVED,,US,NY,New York,FALSE,0,0,0,0,0,0,0
TXN-20260124-000684,ACC-00091081,ACC-00091183,MER-10118,DEV-10108,12:08:38 PM,ECOM,USD," $ 1,704 ",DECLINED,,US,GA,Atlanta,FALSE,0,1,0,1,1,0,0
TXN-20260124-000685,ACC-00091066,ACC-00091187,MER-10032,DEV-10001,10:12:56 PM,CARD_PRESENT,USD," $ 2,119 ",DECLINED,GEO_MISMATCH,FR,IDF,Paris,TRUE,1,1,0,1,1,0,0
TXN-20260124-000686,ACC-00091230,ACC-00091021,MER-10108,DEV-10196,1:09:32 AM,ECOM,USD," $ 1,754 ",APPROVED,,US,IL,Chicago,FALSE,0,1,1,1,0,0,0
TXN-20260124-000687,ACC-00091136,ACC-00091167,MER-10024,DEV-10230,5:53:01 AM,ECOM,USD, $ 394 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000688,ACC-00091002,ACC-00091064,MER-10029,DEV-10227,10:23:19 AM,ECOM,USD, $ 137 ,APPROVED,,US,NY,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000689,ACC-00091187,ACC-00091014,MER-10039,DEV-10261,9:27:46 AM,CARD_PRESENT,USD, $ 413 ,DECLINED,MFA_REQUIRED,US,WA,Seattle,FALSE,0,0,0,0,1,0,0
TXN-20260124-000690,ACC-00091037,ACC-00091061,MER-10020,DEV-10216,10:09:56 PM,ACH,USD," $ 1,003 ",DECLINED,HIGH_RISK_MERCHANT,US,IL,Chicago,FALSE,0,1,0,0,1,0,0
TXN-20260124-000691,ACC-00091247,ACC-00091006,MER-10062,DEV-10129,9:33:03 AM,ECOM,USD," $ 1,086 ",APPROVED,,US,IL,Chicago,FALSE,0,0,1,0,0,0,0
TXN-20260124-000692,ACC-00091220,ACC-00091160,MER-10048,DEV-10215,8:07:05 AM,ECOM,USD, $ 474 ,APPROVED,,US,TX,Dallas,FALSE,0,0,1,0,0,0,0
TXN-20260124-000693,ACC-00091082,ACC-00091221,MER-10022,DEV-10274,9:50:21 AM,ECOM,USD, $ 97 ,APPROVED,,US,AZ,Phoenix,FALSE,0,0,0,0,0,0,0
TXN-20260124-000694,ACC-00091199,ACC-00091073,MER-10094,DEV-10101,3:27:16 AM,CARD_PRESENT,USD," $ 1,401 ",APPROVED,,FR,IDF,Paris,TRUE,1,1,0,0,0,0,0
TXN-20260124-000695,ACC-00091021,ACC-00091122,MER-10016,DEV-10185,10:27:00 AM,ECOM,USD, $ 45 ,APPROVED,,US,NY,New York,FALSE,0,0,1,0,0,0,0
TXN-20260124-000696,ACC-00091137,ACC-00091029,MER-10118,DEV-10137,10:01:02 AM,CARD_PRESENT,USD, $ 957 ,APPROVED,,US,CO,Denver,FALSE,0,1,0,0,0,0,0
TXN-20260124-000697,ACC-00091020,ACC-00091025,MER-10084,DEV-10201,9:17:49 PM,ECOM,USD," $ 1,399 ",APPROVED,,IN,MH,Mumbai,TRUE,1,1,0,0,0,0,0
TXN-20260124-000698,ACC-00091060,ACC-00091138,MER-10053,DEV-10257,7:41:42 AM,CARD_PRESENT,USD," $ 1,829 ",APPROVED,,US,CA,San Francisco,FALSE,0,1,0,1,0,0,0
TXN-20260124-000699,ACC-00091125,ACC-00091152,MER-10009,DEV-10032,10:27:00 AM,ECOM,USD, $ 57 ,DECLINED,DO_NOT_HONOR,US,WA,Seattle,FALSE,0,0,0,0,1,0,0
TXN-20260124-000700,ACC-00091135,ACC-00091226,MER-10071,DEV-10237,10:54:26 PM,ECOM,USD," $ 1,333 ",APPROVED,,CA,BC,Vancouver,TRUE,1,0,0,0,0,0,0
TXN-20260124-000701,ACC-00091115,ACC-00091230,MER-10032,DEV-10288,10:30:00 AM,ECOM,USD, $ 76 ,APPROVED,,US,TX,Dallas,FALSE,0,1,0,0,0,0,0
TXN-20260124-000702,ACC-00091245,ACC-00091255,MER-10098,DEV-10133,3:59:00 PM,CARD_PRESENT,USD, $ 775 ,APPROVED,,MX,CDMX,Mexico,TRUE,1,1,0,0,0,0,0
TXN-20260124-000703,ACC-00091124,ACC-00091058,MER-10079,DEV-10233,6:00:03 AM,CARD_PRESENT,USD," $ 1,000 ",APPROVED,,US,TX,San Antonio,FALSE,0,0,1,0,0,0,0
TXN-20260124-000704,ACC-00091219,ACC-00091026,MER-10107,DEV-10205,2:50:12 PM,CARD_PRESENT,USD, $ 97 ,APPROVED,,CA,BC,Vancouver,TRUE,1,0,0,0,0,0,0
TXN-20260124-000705,ACC-00091025,ACC-00091021,MER-10090,DEV-10026,4:15:16 PM,ECOM,USD, $ 382 ,APPROVED,,US,NY,New York,FALSE,0,1,0,0,0,0,0
TXN-20260124-000706,ACC-00091132,ACC-00091256,MER-10069,DEV-10073,10:20:43 PM,ECOM,USD, $ 249 ,APPROVED,,US,NY,New York,FALSE,0,0,1,0,0,0,0
TXN-20260124-000707,ACC-00091038,ACC-00091180,MER-10035,DEV-10215,8:46:02 AM,CARD_PRESENT,USD, $ 122 ,DECLINED,MFA_REQUIRED,US,CO,Denver,FALSE,0,0,1,0,1,0,0
TXN-20260124-000708,ACC-00091123,ACC-00091039,MER-10061,DEV-10289,11:15:35 PM,ACH,USD," $ 3,203 ",APPROVED,,US,GA,Atlanta,FALSE,0,0,1,1,0,0,0
TXN-20260124-000709,ACC-00091004,ACC-00091148,MER-10015,DEV-10278,2:24:21 PM,CARD_PRESENT,USD," $ 1,183 ",APPROVED,,US,CO,Denver,FALSE,0,1,0,0,0,0,0
TXN-20260124-000710,ACC-00091145,ACC-00091069,MER-10089,DEV-10242,7:37:56 PM,ECOM,USD," $ 1,168 ",APPROVED,,MX,CDMX,Mexico,TRUE,1,0,1,0,0,1,0
TXN-20260124-000711,ACC-00091015,ACC-00091104,MER-10076,DEV-10225,2:20:59 AM,ECOM,USD, $ 488 ,APPROVED,,US,NY,New York,FALSE,0,0,0,0,0,0,0
TXN-20260124-000712,ACC-00091035,ACC-00091144,MER-10084,DEV-10076,3:46:08 AM,CARD_PRESENT,USD, $ 161 ,APPROVED,,US,TX,Austin,FALSE,0,1,0,0,0,0,0
TXN-20260124-000713,ACC-00091228,ACC-00091034,MER-10058,DEV-10176,8:16:59 AM,CARD_PRESENT,USD, $ 959 ,APPROVED,,US,NY,New York,FALSE,0,0,1,0,0,0,0
TXN-20260124-000714,ACC-00091084,ACC-00091119,MER-10075,DEV-10008,7:38:17 AM,CARD_PRESENT,USD," $ 2,122 ",APPROVED,,US,AZ,Seattle,FALSE,0,1,0,1,0,0,0
TXN-20260124-000715,ACC-00091208,ACC-00091173,MER-10079,DEV-10246,9:47:16 AM,CARD_PRESENT,USD, $ 775 ,DECLINED,MFA_REQUIRED,US,AZ,Phoenix,FALSE,0,0,0,0,1,0,0
TXN-20260124-000716,ACC-00091220,ACC-00091218,MER-10036,DEV-10158,9:46:38 PM,CARD_PRESENT,USD," $ 1,805 ",DECLINED,,US,IL,Chicago,FALSE,0,0,1,1,1,0,0
TXN-20260124-000717,ACC-00091249,ACC-00091180,MER-10002,DEV-10160,9:25:17 AM,ECOM,USD, $ 83 ,APPROVED,,US,AZ,Phoenix,FALSE,0,0,0,0,0,0,0
TXN-20260124-000718,ACC-00091020,ACC-00091168,MER-10007,DEV-10014,9:26:28 PM,CARD_PRESENT,USD, $ 65 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000719,ACC-00091117,ACC-00091161,MER-10079,DEV-10107,5:24:50 PM,ECOM,USD," $ 1,387 ",APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000720,ACC-00091046,ACC-00091185,MER-10021,DEV-10129,10:59:00 AM,ECOM,USD, $ 24 ,APPROVED,,US,NY,New York,FALSE,0,0,1,0,0,0,0
TXN-20260124-000721,ACC-00091156,ACC-00091239,MER-10094,DEV-10231,11:55:21 PM,CARD_PRESENT,USD," $ 3,225 ",APPROVED,,NG,LA,Lagos,TRUE,1,1,0,1,0,0,0
TXN-20260124-000722,ACC-00091245,ACC-00091254,MER-10030,DEV-10238,10:37:02 AM,ECOM,USD, $ 938 ,DECLINED,HIGH_RISK_MERCHANT,US,GA,Atlanta,FALSE,0,1,0,0,1,0,0
TXN-20260124-000723,ACC-00091112,ACC-00091111,MER-10004,DEV-10286,10:10:18 PM,ECOM,USD, $ 186 ,APPROVED,,DE,BE,Berlin,TRUE,1,0,0,0,0,0,0
TXN-20260124-000724,ACC-00091185,ACC-00091054,MER-10113,DEV-10197,1:35:41 AM,CARD_PRESENT,USD, $ 37 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000725,ACC-00091195,ACC-00091148,MER-10050,DEV-10161,3:18:33 AM,CARD_PRESENT,USD, $ 96 ,APPROVED,,DE,BE,Berlin,TRUE,1,0,1,0,0,0,0
TXN-20260124-000726,ACC-00091111,ACC-00091255,MER-10069,DEV-10276,11:52:30 PM,ECOM,USD, $ 111 ,APPROVED,,US,TX,San Antonio,FALSE,0,0,1,0,0,0,0
TXN-20260124-000727,ACC-00091174,ACC-00091056,MER-10057,DEV-10119,6:51:25 PM,ECOM,USD, $ 42 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000728,ACC-00091116,ACC-00091158,MER-10015,DEV-10012,3:28:38 PM,CARD_PRESENT,USD, $ 192 ,APPROVED,,US,IL,Chicago,FALSE,0,1,0,0,0,0,0
TXN-20260124-000729,ACC-00091061,ACC-00091028,MER-10040,DEV-10178,3:33:40 AM,ACH,USD," $ 3,431 ",APPROVED,,US,GA,Atlanta,FALSE,0,0,0,1,0,0,0
TXN-20260124-000730,ACC-00091052,ACC-00091069,MER-10044,DEV-10108,4:24:07 AM,ACH,USD," $ 1,115 ",DECLINED,,US,CO,Denver,FALSE,0,0,0,0,1,1,0
TXN-20260124-000731,ACC-00091118,ACC-00091002,MER-10066,DEV-10117,4:04:47 PM,ECOM,USD, $ 15 ,APPROVED,,CA,ON,Toronto,TRUE,1,0,0,0,0,0,0
TXN-20260124-000732,ACC-00091079,ACC-00091023,MER-10037,DEV-10252,9:01:27 AM,ECOM,USD, $ 652 ,APPROVED,,US,NY,New York,FALSE,0,0,0,0,0,0,0
TXN-20260124-000733,ACC-00091048,ACC-00091077,MER-10092,DEV-10050,10:25:29 PM,ECOM,USD, $ 540 ,APPROVED,,US,IL,Chicago,FALSE,0,0,0,0,0,0,0
TXN-20260124-000734,ACC-00091065,ACC-00091007,MER-10028,DEV-10056,5:07:48 AM,CARD_PRESENT,USD, $ 198 ,APPROVED,,US,AZ,Phoenix,FALSE,0,0,0,0,0,0,0
TXN-20260124-000735,ACC-00091082,ACC-00091007,MER-10029,DEV-10135,10:56:38 AM,CARD_PRESENT,USD, $ 419 ,APPROVED,,US,CA,Los Angeles,FALSE,0,0,1,0,0,0,0
TXN-20260124-000736,ACC-00091004,ACC-00091160,MER-10030,DEV-10079,6:37:21 PM,CARD_PRESENT,USD," $ 1,743 ",APPROVED,,US,NY,New York,FALSE,0,1,0,1,0,0,0
TXN-20260124-000737,ACC-00091157,ACC-00091110,MER-10104,DEV-10061,12:51:23 AM,ECOM,USD," $ 1,335 ",APPROVED,,US,AZ,Phoenix,FALSE,0,0,0,0,0,0,0
TXN-20260124-000738,ACC-00091162,ACC-00091045,MER-10069,DEV-10277,1:47:36 AM,ECOM,USD, $ 309 ,APPROVED,,US,CO,Denver,FALSE,0,0,1,0,0,0,0
TXN-20260124-000739,ACC-00091234,ACC-00091143,MER-10008,DEV-10269,9:17:10 PM,ECOM,USD, $ 205 ,APPROVED,,US,CA,Los Angeles,FALSE,0,0,0,0,0,0,0
TXN-20260124-000740,ACC-00091201,ACC-00091051,MER-10087,DEV-10310,9:34:35 AM,ECOM,USD, $ 45 ,APPROVED,,US,CO,Denver,FALSE,0,0,0,0,0,0,0
TXN-20260124-000741,ACC-00091239,ACC-00091213,MER-10060,DEV-10039,8:27:12 AM,CARD_PRESENT,USD, $ 108 ,APPROVED,,US,TX,San Antonio,FALSE,0,0,0,0,0,0,0
TXN-20260124-000742,ACC-00091079,ACC-00091259,MER-10110,DEV-10263,11:14:20 AM,CARD_PRESENT,USD, $ 161 ,DECLINED,MFA_REQUIRED,US,NY,New York,FALSE,0,0,0,0,1,0,0
TXN-20260124-000743,ACC-00091054,ACC-00091049,MER-10060,DEV-10214,11:34:07 AM,ECOM,USD, $ 75 ,APPROVED,,US,CO,Denver,FALSE,0,0,0,0,0,0,0
TXN-20260124-000744,ACC-00091016,ACC-00091077,MER-10075,DEV-10162,2:29:08 AM,ECOM,USD," $ 2,155 ",APPROVED,,US,CO,Denver,FALSE,0,1,0,1,0,0,0
TXN-20260124-000745,ACC-00091128,ACC-00091018,MER-10098,DEV-10084,10:14:20 AM,CARD_PRESENT,USD," $ 2,700 ",APPROVED,,US,CO,Denver,FALSE,0,1,0,1,0,0,0
TXN-20260124-000746,ACC-00091180,ACC-00091250,MER-10023,DEV-10130,7:43:07 PM,CARD_PRESENT,USD," $ 1,357 ",APPROVED,,US,TX,Dallas,FALSE,0,1,0,0,0,0,0
TXN-20260124-000747,ACC-00091100,ACC-00091059,MER-10009,DEV-10282,1:59:58 PM,CARD_PRESENT,USD, $ 170 ,APPROVED,,US,CO,Denver,FALSE,0,0,1,0,0,0,0
TXN-20260124-000748,ACC-00091250,ACC-00091065,MER-10046,DEV-10130,10:02:00 AM,ECOM,USD, $ 150 ,APPROVED,,US,IL,Chicago,FALSE,0,0,0,0,0,0,0
