session_id,customer_id,device_id,login_ts,ip_address,geo_country,geo_region,geo_city,mfa_result,login_result
SES-20260124-001160,CUST-000884,DEV-10281,2026-01-07 14:37:25,126.180.234.143,US,CO,Denver,FAILED,FAILED
SES-20260124-001161,CUST-000855,DEV-10076,2026-01-05 04:24:32,69.105.15.74,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001162,CUST-000970,DEV-10155,2025-09-05 08:09:33,128.204.10.195,US,TX,San Antonio,PASSED,SUCCESS
SES-20260124-001163,CUST-000957,DEV-10121,2026-01-06 10:43:17,24.201.157.234,US,AZ,Phoenix,FAILED,FAILED
SES-20260124-001164,CUST-000951,DEV-10265,2025-09-13 22:55:57,209.125.151.214,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001165,CUST-000798,DEV-10280,2025-10-18 22:57:25,217.18.37.25,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001166,CUST-000800,DEV-10305,2025-10-10 05:09:24,97.151.150.120,BR,SP,Sao Paulo,PASSED,SUCCESS
SES-20260124-001167,CUST-000875,DEV-10281,2025-11-01 10:07:36,223.22.81.178,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001168,CUST-000898,DEV-10097,2025-08-06 06:03:06,32.13.34.153,US,NY,New York,PASSED,SUCCESS
SES-20260124-001169,CUST-000788,DEV-10159,2025-08-13 03:00:06,210.243.120.54,CA,ON,Toronto,FAILED,FAILED
SES-20260124-001170,CUST-000829,DEV-10065,2025-09-06 01:41:58,102.240.224.56,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001171,CUST-000869,DEV-10259,2025-10-18 00:00:25,145.72.220.12,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001172,CUST-000809,DEV-10259,2025-11-16 12:34:01,187.105.62.115,US,AZ,Phoenix,FAILED,FAILED
SES-20260124-001173,CUST-000978,DEV-10168,2025-11-12 18:52:53,246.150.36.88,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001174,CUST-000866,DEV-10027,2025-09-02 07:09:10,64.109.72.205,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001175,CUST-000805,DEV-10320,2025-09-30 08:03:41,209.94.129.2,GB,SCT,Edinburgh,PASSED,SUCCESS
SES-20260124-001176,CUST-000876,DEV-10300,2025-12-07 18:26:56,219.88.16.225,US,TX,San Antonio,PASSED,SUCCESS
SES-20260124-001177,CUST-000888,DEV-10269,2025-10-04 21:18:33,88.123.42.185,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001178,CUST-000863,DEV-10285,2025-11-19 09:15:16,154.153.233.13,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001179,CUST-000815,DEV-10203,2025-07-25 21:21:49,222.204.9.46,US,TX,Houston,PASSED,SUCCESS
SES-20260124-001180,CUST-000790,DEV-10087,2025-09-15 17:47:51,149.22.14.198,US,NY,New York,PASSED,SUCCESS
SES-20260124-001181,CUST-000839,DEV-10052,2025-11-06 22:01:24,85.70.186.198,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001182,CUST-000804,DEV-10263,2025-11-11 11:50:01,12.8.100.152,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001183,CUST-000914,DEV-10252,2026-01-13 11:31:25,84.221.90.116,US,AZ,Phoenix,FAILED,SUCCESS
SES-20260124-001184,CUST-000834,DEV-10189,2025-09-25 18:21:20,184.99.107.12,US,CA,San Francisco,PASSED,SUCCESS
SES-20260124-001185,CUST-000807,DEV-10088,2025-07-27 14:55:02,25.246.169.139,US,CA,Los Angeles,PASSED,SUCCESS
SES-20260124-001186,CUST-000957,DEV-10182,2025-12-09 21:40:36,49.14.154.244,US,TX,San Antonio,PASSED,SUCCESS
SES-20260124-001187,CUST-000873,DEV-10166,2025-11-11 15:29:52,84.83.128.177,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001188,CUST-000853,DEV-10147,2025-08-31 14:18:49,152.131.175.213,US,NY,New York,PASSED,SUCCESS
SES-20260124-001189,CUST-000929,DEV-10005,2025-07-24 15:07:19,56.150.178.70,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001190,CUST-000928,DEV-10035,2025-09-02 12:03:04,146.154.184.118,US,CA,Los Angeles,PASSED,SUCCESS
SES-20260124-001191,CUST-000962,DEV-10117,2025-08-15 00:28:17,182.215.186.226,US,NY,New York,PASSED,SUCCESS
SES-20260124-001192,CUST-000837,DEV-10096,2025-12-23 10:07:56,23.151.220.194,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001193,CUST-000861,DEV-10006,2026-01-07 11:38:10,173.250.237.192,US,WA,Seattle,FAILED,FAILED
SES-20260124-001194,CUST-000830,DEV-10155,2025-09-01 00:20:15,198.185.34.136,US,CA,San Francisco,FAILED,FAILED
SES-20260124-001195,CUST-000921,DEV-10051,2025-10-25 20:49:34,93.162.253.64,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001196,CUST-000852,DEV-10222,2025-08-27 12:35:41,149.229.194.206,,,,PASSED,SUCCESS
SES-20260124-001197,CUST-000963,DEV-10126,2025-10-15 15:53:23,78.3.6.204,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001198,CUST-000964,DEV-10048,2025-12-13 10:12:30,225.56.192.186,IN,MH,Mumbai,PASSED,SUCCESS
SES-20260124-001199,CUST-000893,DEV-10176,2025-11-14 23:01:48,34.241.126.206,US,TX,Houston,FAILED,FAILED
SES-20260124-001200,CUST-000893,DEV-10310,2025-08-12 01:50:19,184.127.222.65,US,TX,Houston,PASSED,SUCCESS
SES-20260124-001201,CUST-000960,DEV-10148,2026-01-23 19:49:13,11.225.177.133,US,WA,Seattle,FAILED,FAILED
SES-20260124-001202,CUST-000958,DEV-10198,2025-09-10 15:59:45,158.247.30.49,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001203,CUST-000977,DEV-10119,2025-09-30 16:29:43,111.194.177.224,US,TX,San Antonio,PASSED,SUCCESS
SES-20260124-001204,CUST-000918,DEV-10030,2026-01-14 03:37:10,134.208.101.54,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001205,CUST-000885,DEV-10207,2025-10-06 19:00:18,35.227.215.186,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001206,CUST-000842,DEV-10044,2026-01-13 07:40:21,150.80.248.234,AU,NSW,Sydney,FAILED,FAILED
SES-20260124-001207,CUST-000822,DEV-10093,2025-12-29 00:28:28,129.77.69.17,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001208,CUST-000789,DEV-10166,2025-12-19 05:32:13,76.144.228.50,US,AZ,Phoenix,FAILED,FAILED
SES-20260124-001209,CUST-000962,DEV-10112,2026-01-04 07:03:07,53.66.3.23,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001210,CUST-000949,DEV-10184,2025-09-18 18:51:18,89.52.145.73,US,WA,Seattle,FAILED,FAILED
SES-20260124-001211,CUST-000925,DEV-10254,2025-11-21 01:52:34,204.200.163.56,US,NY,New York,PASSED,SUCCESS
SES-20260124-001212,CUST-000821,DEV-10278,2025-10-28 10:35:32,101.156.252.91,US,NY,New York,PASSED,SUCCESS
SES-20260124-001213,CUST-000786,DEV-10139,2025-10-30 03:18:40,195.119.144.122,US,WA,Seattle,FAILED,FAILED
SES-20260124-001214,CUST-000940,DEV-10037,2025-10-31 17:29:23,115.97.117.138,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001215,CUST-000852,DEV-10203,2025-07-25 00:12:58,122.237.102.197,IN,DL,Delhi,PASSED,SUCCESS
SES-20260124-001216,CUST-000943,DEV-10124,2025-09-06 17:39:41,109.48.194.184,US,TX,Austin,PASSED,SUCCESS
SES-20260124-001217,CUST-000783,DEV-10183,2025-12-02 21:51:04,19.153.11.3,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001218,CUST-000907,DEV-10013,2025-11-25 14:42:26,97.65.20.124,MX,CDMX,Mexico,PASSED,SUCCESS
SES-20260124-001219,CUST-000793,DEV-10101,2025-09-18 02:15:30,210.202.79.31,US,TX,San Antonio,FAILED,FAILED
SES-20260124-001220,CUST-000939,DEV-10171,2025-12-22 03:09:36,76.12.51.13,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001221,CUST-000978,DEV-10056,2025-08-31 17:25:03,248.53.91.88,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001222,CUST-000805,DEV-10202,2026-01-09 06:09:35,112.241.183.24,US,NY,New York,PASSED,SUCCESS
SES-20260124-001223,CUST-000791,DEV-10004,2025-09-19 10:05:27,239.79.54.112,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001224,CUST-000788,DEV-10142,2025-11-20 05:47:48,181.250.78.200,US,TX,San Antonio,PASSED,SUCCESS
SES-20260124-001225,CUST-000917,DEV-10048,2025-09-09 02:00:19,188.58.30.158,US,CO,Denver,FAILED,FAILED
SES-20260124-001226,CUST-000946,DEV-10061,2025-11-23 09:33:50,127.233.84.108,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001227,CUST-000931,DEV-10225,2025-12-09 20:43:11,84.39.126.101,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001228,CUST-000847,DEV-10274,2025-10-21 00:34:54,192.56.67.138,US,NY,New York,PASSED,SUCCESS
SES-20260124-001229,CUST-000972,DEV-10010,2025-09-05 16:19:15,93.92.202.162,US,CA,San Francisco,FAILED,FAILED
SES-20260124-001230,CUST-000875,DEV-10095,2025-11-21 13:50:26,205.199.192.85,IN,DL,Delhi,FAILED,SUCCESS
SES-20260124-001231,CUST-000863,DEV-10270,2025-11-24 02:59:20,88.80.126.109,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001232,CUST-000844,DEV-10209,2025-11-14 14:37:26,158.75.70.187,US,TX,San Antonio,PASSED,SUCCESS
SES-20260124-001233,CUST-000831,DEV-10095,2025-09-26 14:46:01,168.130.7.192,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001234,CUST-000898,DEV-10218,2025-12-25 18:23:34,148.202.190.151,US,AZ,Phoenix,NOT_USED,SUCCESS
SES-20260124-001235,CUST-000955,DEV-10022,2025-08-05 21:18:48,66.255.105.223,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001236,CUST-000829,DEV-10126,2025-07-25 22:27:09,118.179.122.185,US,WA,Seattle,FAILED,FAILED
SES-20260124-001237,CUST-000964,DEV-10269,2026-01-03 08:27:05,195.190.199.251,US,TX,Austin,PASSED,SUCCESS
SES-20260124-001238,CUST-000942,DEV-10147,2025-10-09 04:49:52,149.96.104.196,US,TX,Dallas,PASSED,SUCCESS
SES-20260124-001239,CUST-000801,DEV-10279,2025-10-10 07:33:14,177.69.58.158,US,NY,New York,PASSED,SUCCESS
SES-20260124-001240,CUST-000911,DEV-10023,2025-12-27 08:03:21,163.6.121.30,IN,MH,Mumbai,FAILED,FAILED
SES-20260124-001241,CUST-000943,DEV-10210,2025-10-25 07:33:31,126.65.153.195,CA,ON,Toronto,PASSED,SUCCESS
SES-20260124-001242,CUST-000891,DEV-10049,2025-10-31 10:06:21,162.109.123.120,DE,BE,Berlin,PASSED,SUCCESS
SES-20260124-001243,CUST-000927,DEV-10042,2025-10-05 23:35:34,186.249.18.178,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001244,CUST-000865,DEV-10289,2025-08-02 15:25:58,222.242.254.150,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001245,CUST-000861,DEV-10237,2025-08-14 19:53:08,88.215.191.255,IN,DL,Delhi,PASSED,SUCCESS
SES-20260124-001246,CUST-000973,DEV-10171,2025-08-26 08:00:08,31.167.245.111,US,AZ,Phoenix,FAILED,FAILED
SES-20260124-001247,CUST-000898,DEV-10203,2025-10-16 00:18:59,127.99.154.80,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001248,CUST-000834,DEV-10010,2025-08-18 05:48:30,212.156.38.203,US,TX,Austin,PASSED,SUCCESS
SES-20260124-001249,CUST-000974,DEV-10031,2025-12-14 00:43:51,163.108.120.186,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001250,CUST-000920,DEV-10105,2025-11-30 00:53:20,34.157.161.234,DE,BE,Berlin,PASSED,SUCCESS
SES-20260124-001251,CUST-000910,DEV-10137,2025-11-27 19:07:38,69.59.227.222,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001252,CUST-000858,DEV-10016,2025-08-06 08:23:48,151.241.210.234,US,NY,New York,PASSED,SUCCESS
SES-20260124-001253,CUST-000961,DEV-10170,2025-08-15 09:52:49,55.19.16.24,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001254,CUST-000926,DEV-10241,2025-11-08 23:57:08,250.234.236.236,MX,CDMX,Mexico,PASSED,SUCCESS
SES-20260124-001255,CUST-000909,DEV-10007,2025-10-24 05:56:11,75.87.59.105,US,CA,Los Angeles,FAILED,FAILED
SES-20260124-001256,CUST-000969,DEV-10172,2025-11-02 05:59:38,147.81.166.55,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001257,CUST-000894,DEV-10207,2026-01-07 06:51:29,221.14.38.239,US,CA,Los Angeles,FAILED,FAILED
SES-20260124-001258,CUST-000795,DEV-10055,2025-12-28 17:40:51,104.253.170.204,US,WA,Seattle,FAILED,FAILED
SES-20260124-001259,CUST-000879,DEV-10291,2025-11-08 09:35:00,243.177.139.12,MX,CDMX,Mexico,PASSED,SUCCESS
SES-20260124-001260,CUST-000974,DEV-10039,2025-08-20 03:46:07,119.33.32.59,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001261,CUST-000824,DEV-10296,2025-07-31 21:32:49,232.101.181.158,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001262,CUST-000891,DEV-10122,2025-11-19 08:54:59,108.23.41.157,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001263,CUST-000887,DEV-10270,2025-11-26 01:47:54,204.39.165.213,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001264,CUST-000904,DEV-10091,2026-01-15 16:12:03,110.199.81.7,,,,FAILED,FAILED
SES-20260124-001265,CUST-000921,DEV-10153,2025-11-30 08:54:14,54.118.85.155,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001266,CUST-000895,DEV-10227,2025-10-16 09:56:37,167.224.43.230,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001267,CUST-000830,DEV-10193,2025-11-22 03:45:55,144.133.27.150,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001268,CUST-000956,DEV-10221,2025-08-10 18:03:53,91.134.181.4,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001269,CUST-000936,DEV-10083,2026-01-22 13:54:41,242.19.57.45,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001270,CUST-000874,DEV-10195,2025-11-15 06:19:39,79.45.53.53,CA,ON,Toronto,PASSED,SUCCESS
SES-20260124-001271,CUST-000932,DEV-10253,2025-09-29 14:48:25,98.83.10.47,US,NY,New York,PASSED,SUCCESS
SES-20260124-001272,CUST-000865,DEV-10258,2025-11-30 18:33:48,117.194.160.228,US,IL,Chicago,FAILED,FAILED
SES-20260124-001273,CUST-000908,DEV-10004,2025-11-21 13:56:32,226.162.111.230,US,NY,New York,FAILED,FAILED
SES-20260124-001274,CUST-000803,DEV-10129,2025-10-02 11:42:10,210.96.197.6,US,TX,Austin,PASSED,SUCCESS
SES-20260124-001275,CUST-000969,DEV-10077,2025-12-25 20:07:20,24.228.101.209,,,,PASSED,SUCCESS
SES-20260124-001276,CUST-000978,DEV-10157,2025-12-18 14:42:16,222.38.207.33,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001277,CUST-000820,DEV-10110,2025-09-20 17:06:39,104.195.218.70,US,NY,New York,PASSED,SUCCESS
SES-20260124-001278,CUST-000865,DEV-10226,2025-08-31 09:22:01,39.246.217.123,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001279,CUST-000852,DEV-10097,2025-09-05 03:24:35,86.51.65.172,US,CA,Los Angeles,PASSED,SUCCESS
SES-20260124-001280,CUST-000857,DEV-10201,2025-11-15 02:22:52,170.50.149.144,US,AZ,Phoenix,FAILED,FAILED
SES-20260124-001281,CUST-000893,DEV-10163,2025-12-24 05:02:59,32.247.103.31,US,TX,Austin,PASSED,SUCCESS
SES-20260124-001282,CUST-000954,DEV-10082,2025-12-05 22:48:23,237.181.94.108,US,WA,Seattle,FAILED,SUCCESS
SES-20260124-001283,CUST-000911,DEV-10023,2025-08-14 03:27:46,35.251.150.158,US,TX,Austin,PASSED,SUCCESS
SES-20260124-001284,CUST-000817,DEV-10281,2025-12-25 09:11:31,163.172.32.139,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001285,CUST-000870,DEV-10151,2025-08-11 08:51:45,235.208.2.37,MX,CDMX,Mexico,PASSED,SUCCESS
SES-20260124-001286,CUST-000817,DEV-10052,2026-01-09 23:56:16,212.0.244.77,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001287,CUST-000804,DEV-10053,2025-11-01 18:55:07,233.152.5.73,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001288,CUST-000877,DEV-10166,2025-09-05 18:39:53,193.120.97.52,US,TX,Houston,PASSED,SUCCESS
SES-20260124-001289,CUST-000826,DEV-10259,2025-07-24 17:19:56,59.39.196.55,US,CA,Los Angeles,PASSED,SUCCESS
SES-20260124-001290,CUST-000879,DEV-10002,2025-12-31 12:26:28,156.207.148.103,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001291,CUST-000889,DEV-10080,2025-10-14 06:45:22,96.51.22.47,US,CA,Los Angeles,PASSED,SUCCESS
SES-20260124-001292,CUST-000786,DEV-10209,2025-09-17 02:20:18,109.81.15.68,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001293,CUST-000886,DEV-10262,2026-01-03 06:15:13,59.211.233.223,US,GA,Atlanta,PASSED,SUCCESS
SES-20260124-001294,CUST-000850,DEV-10277,2025-12-17 11:44:10,240.207.145.230,US,CA,Los Angeles,PASSED,SUCCESS
SES-20260124-001295,CUST-000818,DEV-10273,2025-12-13 04:02:19,111.168.116.51,US,NY,New York,PASSED,SUCCESS
SES-20260124-001296,CUST-000947,DEV-10036,2025-09-05 09:13:51,23.238.70.247,US,CA,Los Angeles,PASSED,SUCCESS
SES-20260124-001297,CUST-000942,DEV-10002,2025-07-28 13:18:35,230.104.239.127,AU,NSW,Sydney,PASSED,SUCCESS
SES-20260124-001298,CUST-000863,DEV-10027,2025-12-01 05:57:03,213.39.117.59,CA,BC,Vancouver,PASSED,SUCCESS
SES-20260124-001299,CUST-000786,DEV-10149,2026-01-22 20:25:05,59.184.165.24,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001300,CUST-000921,DEV-10057,2026-01-06 07:57:59,216.3.67.140,US,NY,New York,PASSED,SUCCESS
SES-20260124-001301,CUST-000882,DEV-10225,2025-12-05 19:44:03,65.120.138.190,US,CA,Los Angeles,FAILED,FAILED
SES-20260124-001302,CUST-000841,DEV-10172,2025-09-08 01:41:03,250.92.60.90,US,NY,New York,PASSED,SUCCESS
SES-20260124-001303,CUST-000968,DEV-10307,2025-09-30 11:45:59,88.255.197.116,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001304,CUST-000788,DEV-10175,2025-08-29 15:45:14,187.176.190.211,NG,FC,Abuja,PASSED,SUCCESS
SES-20260124-001305,CUST-000923,DEV-10079,2025-10-15 18:37:12,75.222.193.160,US,TX,Dallas,PASSED,SUCCESS
SES-20260124-001306,CUST-000902,DEV-10063,2025-09-03 04:44:35,34.223.112.66,US,TX,Houston,PASSED,SUCCESS
SES-20260124-001307,CUST-000896,DEV-10258,2025-10-30 22:42:19,175.47.182.149,US,AZ,Phoenix,FAILED,FAILED
SES-20260124-001308,CUST-000970,DEV-10317,2025-09-24 23:35:29,87.204.99.88,US,CA,San Francisco,PASSED,SUCCESS
SES-20260124-001309,CUST-000828,DEV-10156,2025-10-12 01:15:52,56.136.208.218,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001310,CUST-000785,DEV-10009,2025-09-13 12:34:39,48.195.151.98,US,TX,Dallas,PASSED,SUCCESS
SES-20260124-001311,CUST-000803,DEV-10078,2025-12-31 18:17:36,13.14.79.222,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001312,CUST-000812,DEV-10298,2025-11-08 22:24:21,91.159.226.162,US,IL,Chicago,FAILED,FAILED
SES-20260124-001313,CUST-000799,DEV-10305,2025-10-14 08:46:32,30.76.77.216,US,CA,San Francisco,FAILED,FAILED
SES-20260124-001314,CUST-000897,DEV-10230,2025-09-14 05:41:59,142.16.142.81,BR,SP,Sao Paulo,PASSED,SUCCESS
SES-20260124-001315,CUST-000938,DEV-10301,2025-08-26 17:22:43,183.189.14.23,US,GA,Atlanta,FAILED,FAILED
SES-20260124-001316,CUST-000958,DEV-10116,2026-01-02 20:37:07,238.120.34.0,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001317,CUST-000823,DEV-10017,2025-07-31 22:55:01,112.59.253.247,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001318,CUST-000802,DEV-10044,2025-12-30 04:56:28,62.66.47.89,US,NY,New York,PASSED,SUCCESS
SES-20260124-001319,CUST-000891,DEV-10029,2025-08-27 09:23:42,139.188.190.53,US,NY,New York,PASSED,SUCCESS
SES-20260124-001320,CUST-000936,DEV-10220,2026-01-12 04:27:50,121.174.13.119,US,TX,Austin,PASSED,SUCCESS
SES-20260124-001321,CUST-000819,DEV-10044,2026-01-02 06:17:39,142.3.243.118,DE,BE,Berlin,PASSED,SUCCESS
SES-20260124-001322,CUST-000843,DEV-10084,2025-11-19 19:35:31,154.105.229.92,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001323,CUST-000911,DEV-10039,2025-09-15 16:38:10,129.65.162.18,US,TX,Austin,PASSED,SUCCESS
SES-20260124-001324,CUST-000789,DEV-10174,2025-08-31 22:40:51,17.128.125.55,US,AZ,Phoenix,FAILED,FAILED
SES-20260124-001325,CUST-000839,DEV-10044,2025-11-11 08:34:57,178.201.95.156,US,AZ,Phoenix,FAILED,FAILED
SES-20260124-001326,CUST-000881,DEV-10027,2025-11-15 18:16:20,173.110.145.132,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001327,CUST-000792,DEV-10142,2025-08-24 21:59:35,171.67.150.158,US,TX,Dallas,PASSED,SUCCESS
SES-20260124-001328,CUST-000786,DEV-10052,2025-09-26 04:14:35,188.98.192.49,US,NY,New York,PASSED,SUCCESS
SES-20260124-001329,CUST-000973,DEV-10199,2025-12-05 03:09:47,37.20.167.146,US,TX,San Antonio,PASSED,SUCCESS
SES-20260124-001330,CUST-000865,DEV-10020,2025-09-09 16:53:51,183.1.80.87,US,NY,New York,PASSED,SUCCESS
SES-20260124-001331,CUST-000821,DEV-10199,2025-11-26 05:17:07,62.216.179.5,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001332,CUST-000965,DEV-10198,2025-10-29 10:09:44,156.43.67.58,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001333,CUST-000839,DEV-10317,2025-08-24 13:52:50,175.53.54.114,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001334,CUST-000913,DEV-10260,2025-12-02 09:17:00,61.167.160.144,US,CO,Denver,FAILED,FAILED
SES-20260124-001335,CUST-000816,DEV-10164,2025-10-19 00:54:14,71.80.236.70,US,CA,Los Angeles,PASSED,SUCCESS
SES-20260124-001336,CUST-000915,DEV-10015,2025-09-01 22:21:44,26.163.204.73,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001337,CUST-000878,DEV-10101,2025-11-30 07:15:42,161.185.133.12,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001338,CUST-000956,DEV-10034,2025-12-17 12:48:39,116.113.96.91,US,CA,Los Angeles,FAILED,SUCCESS
SES-20260124-001339,CUST-000977,DEV-10193,2025-08-04 19:11:06,12.152.43.198,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001340,CUST-000966,DEV-10060,2026-01-06 10:58:37,83.253.222.70,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001341,CUST-000926,DEV-10035,2025-08-07 09:33:21,190.94.232.223,US,TX,Houston,PASSED,SUCCESS
SES-20260124-001342,CUST-000832,DEV-10221,2025-07-28 19:44:17,80.212.43.90,AU,NSW,Sydney,PASSED,SUCCESS
SES-20260124-001343,CUST-000782,DEV-10260,2025-11-01 19:58:28,194.98.102.79,,,,FAILED,FAILED
SES-20260124-001344,CUST-000895,DEV-10139,2025-08-29 07:14:05,28.184.178.236,IN,DL,Delhi,PASSED,SUCCESS
SES-20260124-001345,CUST-000793,DEV-10287,2025-08-15 15:28:05,182.12.150.199,US,AZ,Phoenix,FAILED,FAILED
SES-20260124-001346,CUST-000974,DEV-10032,2025-10-14 01:32:59,169.42.149.8,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001347,CUST-000977,DEV-10164,2025-12-07 10:56:33,41.144.59.13,US,CA,Los Angeles,FAILED,FAILED
SES-20260124-001348,CUST-000879,DEV-10110,2026-01-02 21:52:05,115.89.82.74,US,WA,Seattle,FAILED,SUCCESS
SES-20260124-001349,CUST-000793,DEV-10003,2025-10-09 23:46:54,233.82.106.224,BR,SP,Sao Paulo,PASSED,SUCCESS
SES-20260124-001350,CUST-000901,DEV-10125,2025-11-03 13:07:19,38.86.192.238,US,TX,San Antonio,PASSED,SUCCESS
SES-20260124-001351,CUST-000831,DEV-10097,2025-07-29 06:14:21,33.104.121.251,US,IL,Chicago,PASSED,SUCCESS
SES-20260124-001352,CUST-000800,DEV-10199,2025-10-09 01:35:32,218.152.76.74,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001353,CUST-000812,DEV-10159,2025-08-01 22:31:20,106.239.230.32,,,,PASSED,SUCCESS
SES-20260124-001354,CUST-000851,DEV-10236,2026-01-14 23:46:24,51.14.210.42,US,TX,Dallas,PASSED,SUCCESS
SES-20260124-001355,CUST-000974,DEV-10157,2025-11-03 12:45:52,105.9.56.66,US,CA,Los Angeles,PASSED,SUCCESS
SES-20260124-001356,CUST-000930,DEV-10203,2025-09-19 11:29:38,98.104.134.219,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001357,CUST-000861,DEV-10100,2025-12-22 00:02:50,59.214.238.36,US,CA,San Francisco,FAILED,FAILED
SES-20260124-001358,CUST-000851,DEV-10290,2025-08-12 00:01:01,197.69.195.207,US,NY,New York,PASSED,SUCCESS
SES-20260124-001359,CUST-000811,DEV-10231,2025-09-07 04:38:53,170.166.226.23,US,CO,Denver,FAILED,FAILED
SES-20260124-001360,CUST-000846,DEV-10317,2026-01-19 22:42:04,239.106.176.40,US,TX,Houston,PASSED,SUCCESS
SES-20260124-001361,CUST-000878,DEV-10096,2025-11-21 13:37:29,246.64.201.175,US,IL,Chicago,FAILED,SUCCESS
SES-20260124-001362,CUST-000854,DEV-10266,2025-12-31 20:28:53,119.68.17.154,US,TX,Dallas,PASSED,SUCCESS
SES-20260124-001363,CUST-000865,DEV-10146,2025-08-04 02:40:37,226.6.186.132,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001364,CUST-000791,DEV-10314,2025-10-17 17:09:09,30.67.202.103,US,AZ,Phoenix,PASSED,SUCCESS
SES-20260124-001365,CUST-000860,DEV-10191,2025-10-10 12:05:12,248.59.209.103,US,CO,Denver,PASSED,SUCCESS
SES-20260124-001366,CUST-000841,DEV-10019,2025-08-19 07:20:53,165.223.196.119,US,WA,Seattle,PASSED,SUCCESS
SES-20260124-001367,CUST-000782,DEV-10122,2025-08-10 22:43:55,182.203.103.169,US,IL,Chicago,FAILED,FAILED
